"Series Description","Bank credit, large domestically chartered commercial banks, not seasonally adjusted","Securities in bank credit, large domestically chartered commercial banks, not seasonally adjusted","Treasury and agency securities, large domestically chartered commercial banks, not seasonally adjusted","Treasury and agency securities: Mortgage-backed securities (MBS), large domestically chartered commercial banks, not seasonally adjusted","Treasury and agency securities: Non-MBS, large domestically chartered commercial banks, not seasonally adjusted","Other securities, large domestically chartered commercial banks, not seasonally adjusted","Other securities: Mortgage-backed securities, large domestically chartered commercial banks, not seasonally adjusted","Other securities: Non-MBS, large domestically chartered commercial banks, not seasonally adjusted","Loans and leases in bank credit, large domestically chartered commercial banks, not seasonally adjusted","Commercial and industrial loans, large domestically chartered commercial banks, not seasonally adjusted","Real estate loans, large domestically chartered commercial banks, not seasonally adjusted","Real estate loans: Residential real estate loans, large domestically chartered commercial banks, not seasonally adjusted","Real estate loans: Residential real estate loans: Revolving home equity loans, large domestically chartered commercial banks, not seasonally adjusted","Real estate loans: Residential real estate loans: Closed-end residential loans, large domestically chartered commercial banks, not seasonally adjusted","Real estate loans: Commercial real estate loans, large domestically chartered commercial banks, not seasonally adjusted","Real estate loans: Commercial real estate loans: Construction and land development loans, large domestically chartered commercial banks, not seasonally adjusted","Real estate loans: Commercial real estate loans: Secured by farmland, large domestically chartered commercial banks, not seasonally adjusted","Real estate loans: Commercial real estate loans: Secured by multifamily properties, large domestically chartered commercial banks, not seasonally adjusted","Real estate loans: Commercial real estate loans: Secured by nonfarm nonresidential properties, large domestically chartered commercial banks, not seasonally adjusted","Consumer loans, large domestically chartered commercial banks, not seasonally adjusted","Consumer loans: Credit cards and other revolving plans, large domestically chartered commercial banks, not seasonally adjusted","Consumer loans: Other consumer loans, large domestically chartered commercial banks, not seasonally adjusted","Consumer loans: Other consumer loans: Automobile loans, large domestically chartered commercial banks, not seasonally adjusted","Consumer loans: Other consumer loans: All other consumer loans, large domestically chartered commercial banks, not seasonally adjusted","Other loans and leases: All other loans and leases, large domestically chartered commercial banks, not seasonally adjusted","Other loans and leases: All other loans and leases: Loans to nondepository financial institutions, large domestically chartered commercial banks, not seasonally adjusted","Other loans and leases: All other loans and leases: Other loans not elsewhere classified, large domestically chartered commercial banks, not seasonally adjusted","LESS: Allowance for loan and lease losses, large domestically chartered commercial banks, not seasonally adjusted","Cash assets, large domestically chartered commercial banks, not seasonally adjusted","Total fed funds sold and securities purchased under agreements to resell, large domestically chartered commercial banks, not seasonally adjusted","Loans to commercial banks, large domestically chartered commercial banks, not seasonally adjusted","Other assets, large domestically chartered commercial banks, not seasonally adjusted","Total assets, large domestically chartered commercial banks, not seasonally adjusted","Deposits, large domestically chartered commercial banks, not seasonally adjusted","Large time deposits, large domestically chartered commercial banks, not seasonally adjusted","Other deposits, large domestically chartered commercial banks, not seasonally adjusted","Borrowings, large domestically chartered commercial banks, not seasonally adjusted","Net due to related foreign offices, large domestically chartered commercial banks, not seasonally adjusted","Other liabilities, large domestically chartered commercial banks, not seasonally adjusted","Total liabilities, large domestically chartered commercial banks, not seasonally adjusted","Residual (assets less liabilities), large domestically chartered commercial banks, not seasonally adjusted"
"Unit:","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency"
"Multiplier:","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000"
"Currency:","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD"
"Unique Identifier:","H8/H8/B1001NLGD","H8/H8/B1002NLGD","H8/H8/B1003NLGD","H8/H8/B1301NLGD","H8/H8/B1302NLGD","H8/H8/B1011NLGD","H8/H8/B1303NLGD","H8/H8/B1304NLGD","H8/H8/B1020NLGD","H8/H8/B1023NLGD","H8/H8/B1026NLGD","H8/H8/B1221NLGD","H8/H8/B1027NLGD","H8/H8/B1220NLGD","H8/H8/B3219NLGD","H8/H8/B1215NLGD","H8/H8/B1216NLGD","H8/H8/B1217NLGD","H8/H8/B1218NLGD","H8/H8/B1029NLGD","H8/H8/B1247NLGD","H8/H8/B3248NLGD","H8/H8/B1243NLGD","H8/H8/B1245NLGD","H8/H8/B3305NLGD","H8/H8/B1030NLGD","H8/H8/B1310NLGD","H8/H8/B1043NLGD","H8/H8/B1048NLGD","H8/H8/B3092NLGD","H8/H8/B1047NLGD","H8/H8/B3053NLGD","H8/H8/B1151NLGD","H8/H8/B1058NLGD","H8/H8/B1072NLGD","H8/H8/B1110NLGD","H8/H8/B3094NLGD","H8/H8/B1100NLGD","H8/H8/B3095NLGD","H8/H8/B1152NLGD","H8/H8/B1091NLGD"
"Time Period","B1001NLGD","B1002NLGD","B1003NLGD","B1301NLGD","B1302NLGD","B1011NLGD","B1303NLGD","B1304NLGD","B1020NLGD","B1023NLGD","B1026NLGD","B1221NLGD","B1027NLGD","B1220NLGD","B3219NLGD","B1215NLGD","B1216NLGD","B1217NLGD","B1218NLGD","B1029NLGD","B1247NLGD","B3248NLGD","B1243NLGD","B1245NLGD","B3305NLGD","B1030NLGD","B1310NLGD","B1043NLGD","B1048NLGD","B3092NLGD","B1047NLGD","B3053NLGD","B1151NLGD","B1058NLGD","B1072NLGD","B1110NLGD","B3094NLGD","B1100NLGD","B3095NLGD","B1152NLGD","B1091NLGD"
1985-04-03,1300746.4,241279.4,148614.4,,,92665.0,,,1059467.0,367458.0,300886.9,,,,,,,,,247835.0,,,,,143287.0,,,17084.6,170835.9,,20470.0,128023.3,1718378.6,1290144.3,215553.6,1074590.6,213506.2,,88629.5,1564116.8,154261.8
1985-04-10,1297365.6,240207.5,147523.4,,,92684.1,,,1057158.1,365769.6,301661.4,,,,,,,,,248499.5,,,,,141227.8,,,17148.8,169035.6,,20016.0,125141.1,1712480.2,1284576.2,214498.1,1070078.2,214328.0,,86301.3,1558833.0,153647.2
1985-04-17,1307558.8,244244.0,148857.9,,,95386.1,,,1063314.9,366625.3,302288.4,,,,,,,,,250129.2,,,,,144272.0,,,17202.6,176401.9,,20553.0,125359.4,1723564.7,1290212.0,214165.2,1076046.7,219937.4,,82102.6,1563922.9,159641.8
1985-04-24,1305673.4,243191.3,147936.2,,,95255.1,,,1062482.1,365717.1,303173.1,,,,,,,,,251396.1,,,,,142195.7,,,17237.6,165193.0,,21447.8,122342.0,1701747.4,1270656.8,213559.8,1057097.0,222260.3,,83456.9,1550053.0,151694.4
1985-05-01,1310882.4,241216.1,146087.0,,,95129.1,,,1069666.3,367101.5,303822.4,,,,,,,,,252411.1,,,,,146331.3,,,17372.4,186268.6,,22390.2,125959.5,1738313.0,1295947.8,213088.3,1082859.5,227394.5,,88688.6,1586935.0,151378.0
1985-05-08,1310782.9,242390.0,147494.4,,,94895.6,,,1068393.0,367983.5,304375.6,,,,,,,,,252578.9,,,,,143455.0,,,17462.5,166789.0,,21878.1,121818.0,1714442.4,1276241.5,212949.8,1063291.6,228299.8,,84233.0,1561002.4,153440.0
1985-05-15,1319334.1,244448.9,148796.9,,,95652.0,,,1074885.2,367604.2,305707.5,,,,,,,,,253450.8,,,,,148122.6,,,17503.2,176273.7,,21716.7,122713.6,1740752.9,1298117.3,213273.8,1084843.5,229447.6,,82002.1,1582673.4,158079.5
1985-05-22,1316826.0,245110.6,149075.5,,,96035.1,,,1071715.5,366914.4,305975.4,,,,,,,,,253987.7,,,,,144838.1,,,17529.8,169284.6,,21744.2,120255.0,1718907.6,1278543.3,212348.4,1066194.8,231098.1,,84424.6,1566372.9,152534.7
1985-05-29,1316152.5,245852.6,148876.0,,,96976.6,,,1070299.9,366268.6,306627.5,,,,,,,,,255004.1,,,,,142399.7,,,17530.8,178230.2,,21305.4,120419.1,1720336.7,1291374.5,212435.7,1078938.8,220244.2,,86671.6,1572477.2,147859.4
1985-06-05,1321888.6,245672.8,149707.4,,,95965.4,,,1076215.7,366561.7,307046.6,,,,,,,,,255501.9,,,,,147105.6,,,17759.8,176009.7,,20729.6,125388.6,1755668.8,1310010.5,213186.4,1096824.1,231997.7,,86984.3,1600064.7,155604.1
1985-06-12,1321239.1,244021.6,148645.0,,,95376.6,,,1077217.5,365626.1,308207.1,,,,,,,,,256025.4,,,,,147358.9,,,17832.0,172624.6,,20825.7,123134.3,1739126.6,1305496.1,212686.8,1092809.3,222209.4,,89425.2,1588360.6,150766.1
1985-06-19,1331894.5,246200.8,150676.8,,,95524.0,,,1085693.7,366183.2,309153.3,,,,,,,,,257168.5,,,,,153188.7,,,17855.0,169911.9,,21561.9,122257.4,1745236.6,1303766.4,212172.6,1091593.8,234054.7,,80995.9,1587559.9,157676.7
1985-06-26,1328118.1,245348.6,149045.6,,,96303.0,,,1082769.5,364881.8,310529.3,,,,,,,,,258748.6,,,,,148609.8,,,17855.0,169504.3,,21224.9,121288.3,1725989.6,1291882.2,209988.4,1081893.7,227628.1,,94568.9,1583830.7,142158.9
1985-07-03,1336181.8,246440.2,150287.0,,,96153.2,,,1089741.6,366838.4,311377.5,,,,,,,,,259839.3,,,,,151686.4,,,18480.9,183236.7,,21066.5,128833.5,1774368.0,1326545.3,211614.9,1114930.5,240925.5,,78593.3,1611336.4,163031.6
1985-07-10,1332769.9,246698.1,150430.5,,,96267.5,,,1086071.9,365845.0,311578.3,,,,,,,,,259872.0,,,,,148776.5,,,18554.7,165311.6,,20597.4,124988.3,1739477.2,1306025.4,209597.7,1096427.6,232262.7,,81784.7,1584650.1,154827.2
1985-07-17,1335267.3,245397.0,147723.1,,,97673.9,,,1089870.3,366004.7,312904.6,,,,,,,,,260845.1,,,,,150115.9,,,18563.0,173998.6,,20710.4,121685.3,1744304.1,1306209.3,209614.5,1096594.8,235692.2,,72036.3,1579678.0,164626.0
1985-07-24,1329884.2,245681.8,147494.4,,,98187.4,,,1084202.4,365397.2,313298.8,,,,,,,,,261764.8,,,,,143741.6,,,18601.4,163609.9,,21399.4,121558.3,1720480.1,1294558.7,209825.8,1084733.0,226116.5,,64400.4,1550075.8,170404.3
1985-07-31,1336386.1,245622.1,147115.2,,,98506.9,,,1090764.0,367182.9,313596.8,,,,,,,,,262406.6,,,,,147577.7,,,18728.2,175106.8,,21729.1,126428.8,1752807.5,1312446.4,210211.2,1102235.2,233359.6,,60489.0,1573332.6,179474.9
1985-08-07,1335300.8,245129.1,146131.5,,,98997.6,,,1090171.7,366863.9,314354.5,,,,,,,,,263391.6,,,,,145561.8,,,18902.7,164827.3,,21654.3,123173.3,1738175.0,1310073.9,211088.6,1098985.3,222683.2,,66355.6,1564272.6,173902.5
1985-08-14,1338833.9,248624.9,148103.9,,,100521.0,,,1090209.0,365460.0,315660.1,,,,,,,,,264640.0,,,,,144448.8,,,18971.6,169887.3,,21562.2,122814.4,1745165.8,1307689.5,211871.6,1095817.9,228757.4,,71546.6,1575378.2,169787.7
1985-08-21,1343218.0,248642.9,147907.1,,,100735.9,,,1094575.0,365146.6,316591.5,,,,,,,,,265251.4,,,,,147585.6,,,19031.4,163717.5,,21842.1,118699.7,1738074.8,1304569.5,212200.3,1092369.3,225711.5,,74117.8,1572964.7,165110.1
1985-08-28,1342400.8,248049.6,146520.5,,,101529.1,,,1094351.2,365325.1,317033.7,,,,,,,,,266627.7,,,,,145364.7,,,19062.5,167106.0,,21960.0,117196.8,1737761.4,1303361.1,212199.0,1091162.0,227795.9,,67239.7,1568034.8,169726.5
1985-09-04,1351712.2,250542.8,149630.9,,,100911.9,,,1101169.4,367381.9,317181.3,,,,,,,,,266811.5,,,,,149794.7,,,19279.6,195451.6,,21461.3,125239.8,1795310.9,1349934.6,213685.2,1136249.4,231333.2,,68233.8,1617572.4,177738.5
1985-09-11,1350058.3,250007.4,148640.9,,,101366.4,,,1100050.9,366817.2,318446.5,,,,,,,,,267720.1,,,,,147067.1,,,19363.2,173871.3,,20834.9,120832.9,1767254.6,1323902.7,213805.9,1110096.8,230437.7,,63987.5,1587156.3,180098.3
1985-09-18,1353793.4,249771.2,148233.9,,,101537.3,,,1104022.2,368117.5,319022.8,,,,,,,,,268137.1,,,,,148744.8,,,19420.1,171221.2,,21623.4,119973.7,1758761.0,1318818.0,213253.5,1105564.5,233811.2,,70111.0,1588019.3,170741.7
1985-09-25,1355429.6,251829.5,149018.1,,,102811.3,,,1103600.2,367608.9,319933.6,,,,,,,,,269541.5,,,,,146516.2,,,19392.5,166722.0,,21648.3,118603.0,1749385.0,1307358.9,214097.0,1093261.9,238462.3,,78025.5,1590323.0,159062.0
1985-10-02,1359695.3,248886.8,146395.5,,,102491.3,,,1110808.5,368634.3,321774.9,,,,,,,,,270003.7,,,,,150395.7,,,19332.0,184788.3,,21295.6,123996.1,1786986.0,1344998.6,215865.8,1129132.8,235201.7,,75348.3,1618638.2,168347.8
1985-10-09,1358050.9,250203.2,147316.2,,,102887.0,,,1107847.7,367378.3,322166.0,,,,,,,,,270291.7,,,,,148011.8,,,19329.7,168668.3,,21917.6,118757.1,1773328.8,1325685.3,216153.9,1109531.5,239317.1,,80960.1,1611450.7,161878.0
1985-10-16,1358302.9,249798.5,145716.7,,,104081.8,,,1108504.4,366547.5,323126.4,,,,,,,,,270569.3,,,,,148261.3,,,19431.1,196194.4,,21436.3,122002.1,1795911.5,1356079.0,216244.8,1139834.1,232726.2,,68924.4,1621943.8,173967.7
1985-10-23,1355453.0,249652.9,144393.6,,,105259.3,,,1105800.1,366597.0,323837.5,,,,,,,,,271144.7,,,,,144221.0,,,19520.8,172553.2,,21089.0,116782.0,1756507.2,1319026.2,214777.7,1104248.5,231989.7,,80196.1,1597456.0,159051.2
1985-10-30,1358805.6,249279.0,142572.8,,,106706.3,,,1109526.6,366635.7,324398.6,,,,,,,,,272141.0,,,,,146351.3,,,19532.5,170451.2,,21230.3,117674.4,1759836.8,1327117.5,215643.8,1111473.6,228255.4,,83168.7,1606079.7,153757.1
1985-11-06,1368366.7,254677.6,146268.3,,,108409.3,,,1113689.0,369157.7,325212.9,,,,,,,,,272196.5,,,,,147122.0,,,19830.3,178225.1,,20345.0,120310.2,1801877.6,1342756.7,216036.6,1126720.1,252633.6,,77926.1,1638595.0,163282.6
1985-11-13,1367496.4,254989.8,145108.2,,,109881.6,,,1112506.7,367854.1,326015.8,,,,,,,,,272499.8,,,,,146136.9,,,19981.0,196642.7,,20836.2,120447.0,1811173.7,1355720.4,216415.2,1139305.2,245946.7,,75633.4,1644042.2,167131.5
1985-11-20,1378650.7,257886.9,146787.2,,,111099.7,,,1120763.8,368795.5,326923.4,,,,,,,,,273210.0,,,,,151834.8,,,19976.4,174275.7,,21126.6,118755.5,1803605.1,1342544.4,216131.8,1126412.7,253285.2,,70230.3,1633497.4,170107.7
1985-11-27,1384090.1,261443.5,146364.3,,,115079.1,,,1122646.6,369336.5,327083.3,,,,,,,,,274439.8,,,,,151787.0,,,19960.6,185687.2,,21909.9,122953.2,1821140.3,1358043.2,216803.0,1141240.1,257647.2,,71242.0,1653425.8,167714.6
1985-12-04,1385231.4,261974.1,145340.6,,,116633.6,,,1123257.2,370959.6,327610.3,,,,,,,,,274933.4,,,,,149753.9,,,20212.0,193817.4,,21978.9,122538.8,1846069.5,1366665.1,216694.6,1149970.5,267846.7,,79456.6,1679541.0,166528.5
1985-12-11,1381894.0,260037.6,141812.7,,,118224.9,,,1121856.4,369039.4,328409.1,,,,,,,,,276030.5,,,,,148377.4,,,20270.8,184532.2,,21562.0,119893.1,1818312.6,1358207.1,217624.8,1140582.3,251725.7,,73499.4,1650267.5,168045.1
1985-12-18,1401612.0,267832.2,145748.5,,,122083.7,,,1133779.8,370584.5,329198.4,,,,,,,,,276644.1,,,,,157352.9,,,20287.4,192110.5,,21992.8,122310.6,1849402.0,1367296.3,217633.7,1149662.6,273357.8,,72773.2,1681194.4,168207.6
1985-12-25,1405551.9,267389.5,141721.3,,,125668.2,,,1138162.4,371237.0,329636.3,,,,,,,,,278080.3,,,,,159208.8,,,20349.0,190622.8,,21753.1,124044.4,1847766.3,1374492.2,219477.6,1155014.6,266298.7,,71870.6,1679594.1,168172.2
1986-01-01,1423686.8,275124.9,141975.3,,,133149.6,,,1148561.9,376124.8,331529.5,,,,,,,,,279101.2,,,,,161806.3,,,20327.3,216097.0,,22701.4,129891.9,1899164.5,1426866.2,225243.9,1201622.4,265071.7,,77202.3,1734229.5,164935.0
1986-01-08,1415417.0,273558.4,142898.1,,,130660.3,,,1141858.7,372592.7,331295.5,,,,,,,,,279136.4,,,,,158834.1,,,20429.2,176651.1,,21409.3,122371.2,1850399.3,1376661.7,224339.4,1152322.3,267246.5,,60766.9,1673277.0,177122.3
1986-01-15,1416293.3,273640.5,143929.4,,,129711.1,,,1142652.8,371920.0,331722.1,,,,,,,,,278612.8,,,,,160397.9,,,20436.3,190853.9,,21788.7,123141.0,1868156.8,1386921.1,224138.4,1162782.7,275634.8,,63361.8,1694001.7,174155.1
1986-01-22,1411198.0,275089.7,146143.4,,,128946.3,,,1136108.4,370917.9,331973.3,,,,,,,,,278472.2,,,,,154744.9,,,20523.0,188248.3,,21762.5,119566.0,1841893.1,1368830.7,223576.6,1145254.1,268291.2,,62313.8,1670013.0,171880.1
1986-01-29,1407637.1,275387.8,146846.8,,,128541.0,,,1132249.2,369414.6,333179.9,,,,,,,,,278687.3,,,,,150967.3,,,20524.1,165734.7,,21597.7,116699.7,1811411.9,1342711.4,223202.3,1119509.1,267864.1,,61736.0,1643022.6,168389.3
1986-02-05,1409956.0,275809.7,148975.9,,,126833.8,,,1134146.3,370593.1,333638.4,,,,,,,,,277835.0,,,,,152079.7,,,20853.7,176456.6,,22486.1,117639.2,1840609.8,1369769.1,225295.8,1144473.3,265481.3,,52919.0,1657475.3,183134.5
1986-02-12,1409053.5,276494.7,149989.3,,,126505.4,,,1132558.8,371234.7,334435.4,,,,,,,,,277430.6,,,,,149458.1,,,20943.5,170462.8,,22613.0,115980.6,1826219.1,1351820.3,224781.2,1127039.1,268747.9,,54702.3,1646187.0,180032.2
1986-02-19,1416589.7,278125.1,151642.3,,,126482.7,,,1138464.6,371194.1,334910.0,,,,,,,,,277238.9,,,,,155121.5,,,20998.3,191051.4,,22516.3,119529.1,1857955.3,1378310.6,224774.8,1153535.8,271688.9,,62839.4,1683568.2,174387.0
1986-02-26,1415068.6,278991.1,153132.2,,,125858.9,,,1136077.5,372691.8,335313.1,,,,,,,,,277454.1,,,,,150618.5,,,21104.7,172140.0,,23128.0,116535.5,1826278.5,1349823.2,223804.0,1126019.2,271378.6,,56685.7,1649134.0,177144.5
1986-03-05,1417525.4,274414.7,150630.0,,,123784.7,,,1143110.7,374318.8,335998.7,,,,,,,,,276806.4,,,,,155986.9,,,21373.9,181582.6,,23445.3,121663.0,1869934.1,1380807.0,224032.5,1156774.5,277610.7,,53722.4,1680563.8,189370.2
1986-03-12,1415036.2,272681.7,150041.4,,,122640.3,,,1142354.5,373385.7,336812.1,,,,,,,,,276444.0,,,,,155712.7,,,21397.2,179644.0,,22716.2,118151.1,1856055.8,1367531.7,223306.7,1144225.0,278113.0,,62441.2,1678072.8,177983.0
1986-03-19,1418942.9,270770.3,148932.7,,,121837.6,,,1148172.6,375322.6,338171.4,,,,,,,,,276600.9,,,,,158077.6,,,21460.1,175854.8,,22861.4,121976.9,1847012.9,1366942.3,222728.2,1144214.1,273125.5,,59342.8,1667751.9,179260.9
1986-03-26,1416773.4,271569.9,149114.4,,,122455.5,,,1145203.5,374385.9,338574.2,,,,,,,,,276596.2,,,,,155647.2,,,21377.6,176673.0,,22980.1,121755.1,1840183.2,1360899.1,222638.3,1138260.9,271959.8,,57048.7,1657968.8,182214.4
1986-04-02,1421021.6,269077.3,148316.6,,,120760.7,,,1151944.3,377665.8,340015.5,,,,,,,,,277079.6,,,,,157183.4,,,21515.0,187252.5,,22281.9,126083.7,1868933.1,1393599.9,222379.5,1171220.4,262651.4,,67285.9,1690795.0,178138.1
1986-04-09,1421216.2,273412.2,152234.1,,,121178.1,,,1147803.9,375090.9,340334.6,,,,,,,,,277148.5,,,,,155230.0,,,21680.5,172367.1,,22366.4,125167.5,1860357.9,1384088.6,221356.8,1162731.8,267260.7,,63154.2,1679050.7,181307.1
1986-04-16,1428995.7,272444.1,149755.7,,,122688.4,,,1156551.6,378320.3,341600.8,,,,,,,,,278448.7,,,,,158181.8,,,21913.8,188348.7,,22418.1,126219.4,1878641.9,1401438.7,220142.3,1181296.3,269405.5,,55226.0,1690015.1,188626.8
1986-04-23,1423532.1,270040.8,147203.7,,,122837.1,,,1153491.3,375764.3,341979.2,,,,,,,,,279012.7,,,,,156735.0,,,21966.1,190536.4,,24747.4,123065.1,1872589.2,1381845.4,217830.1,1164015.3,280906.1,,50328.8,1678392.7,194196.4
1986-04-30,1430942.0,271840.6,149227.4,,,122613.2,,,1159101.4,378107.7,342910.7,,,,,,,,,279811.2,,,,,158271.9,,,22133.4,187168.5,,23600.2,124932.9,1873422.0,1391478.0,217321.9,1174156.1,275746.1,,55185.8,1686390.7,187031.4
1986-05-07,1428739.3,272541.9,150468.4,,,122073.5,,,1156197.4,378718.7,343591.9,,,,,,,,,280480.3,,,,,153406.5,,,22238.9,177075.6,,24199.6,122141.1,1860450.7,1381399.2,217145.7,1164253.5,275718.6,,47848.4,1667693.5,192757.2
1986-05-14,1429795.5,272226.1,151165.1,,,121061.0,,,1157569.4,377810.4,345091.1,,,,,,,,,280805.5,,,,,153862.4,,,22280.3,180978.6,,23618.1,121559.0,1852311.5,1381381.8,216185.7,1165196.1,267708.2,,55988.9,1668542.5,183769.0
1986-05-21,1431064.9,271461.2,150604.7,,,120856.6,,,1159603.7,375697.0,346287.2,,,,,,,,,280827.4,,,,,156792.1,,,22326.3,178343.5,,24743.2,119161.4,1854317.9,1375983.2,215745.2,1160238.0,269985.9,,54890.7,1665383.7,188934.1
1986-05-28,1429325.4,271412.8,150044.5,,,121368.3,,,1157912.5,375484.1,346026.0,,,,,,,,,281047.2,,,,,155355.2,,,22355.0,198687.5,,24084.7,120024.7,1869082.1,1399219.8,215650.5,1183569.4,262732.4,,58455.6,1686621.8,182460.3
1986-06-04,1432715.8,271977.1,150990.3,,,120986.7,,,1160738.7,376690.8,346544.3,,,,,,,,,281585.5,,,,,155918.1,,,22566.3,190402.3,,25155.9,122586.0,1883303.8,1414434.9,216433.6,1198001.3,262994.5,,56938.0,1696074.8,187229.0
1986-06-11,1430055.3,270382.3,149666.9,,,120715.4,,,1159672.9,376549.2,347793.2,,,,,,,,,281983.2,,,,,153347.4,,,22621.2,177880.5,,23515.9,119100.4,1855989.5,1398410.9,215707.1,1182703.7,255182.2,,60116.1,1674807.2,181182.2
1986-06-18,1435459.2,272348.5,151129.1,,,121219.4,,,1163110.7,375928.5,349292.1,,,,,,,,,283032.0,,,,,154858.0,,,22657.2,182132.8,,23633.7,118907.6,1860297.9,1397864.3,214639.2,1183225.1,264728.8,,62279.0,1684233.6,176064.3
1986-06-25,1438593.4,273726.0,151824.1,,,121901.8,,,1164867.4,377068.5,349518.5,,,,,,,,,283786.9,,,,,154493.6,,,22589.9,177454.7,,23483.3,117332.9,1846913.7,1385354.6,213626.6,1171727.9,263070.8,,69842.5,1678784.9,168128.8
1986-07-02,1445652.1,274376.7,152379.7,,,121997.0,,,1171275.4,376843.6,350903.4,,,,,,,,,284626.9,,,,,158901.4,,,23213.7,195713.7,,23675.8,121262.3,1902503.1,1431532.6,214481.9,1217050.6,269635.3,,58616.5,1717337.8,185165.3
1986-07-09,1445983.7,276534.4,154654.3,,,121880.1,,,1169449.3,375526.0,351784.3,,,,,,,,,284599.9,,,,,157539.1,,,23207.8,184730.2,,23002.5,117065.9,1883493.3,1415272.0,213306.1,1201965.9,267051.9,,60671.4,1701315.0,182178.3
1986-07-16,1452521.1,283052.4,159311.4,,,123741.0,,,1169468.6,374448.1,353535.0,,,,,,,,,285314.3,,,,,156171.3,,,23259.9,193590.1,,23756.3,117616.7,1897127.6,1422490.0,214510.6,1207979.4,272458.2,,61098.9,1715549.1,181578.5
1986-07-23,1453568.1,286082.7,161067.4,,,125015.3,,,1167485.3,373249.8,354205.2,,,,,,,,,285926.0,,,,,154104.3,,,23270.4,175474.7,,23869.8,115286.4,1862195.0,1398179.3,214270.9,1183908.4,264909.8,,67858.8,1692142.5,170052.5
1986-07-30,1454885.3,286492.1,160025.3,,,126466.8,,,1168393.2,373001.3,354747.8,,,,,,,,,286675.1,,,,,153969.0,,,23372.3,184369.6,,23741.4,115379.9,1875470.8,1407422.4,214912.3,1192510.1,268158.0,,57186.8,1694614.9,180855.8
1986-08-06,1462837.1,290200.9,162479.7,,,127721.2,,,1172636.1,374727.4,355736.5,,,,,,,,,286916.1,,,,,155256.1,,,23654.1,180020.6,,24660.3,115642.3,1888873.2,1419526.0,216252.8,1203273.2,267458.7,,39476.5,1686935.3,201937.8
1986-08-13,1459231.5,287874.9,159153.5,,,128721.4,,,1171356.5,372731.7,357495.5,,,,,,,,,287619.7,,,,,153509.5,,,23668.4,178319.9,,24324.6,115389.0,1878969.1,1410755.9,215760.9,1194994.9,267487.0,,30364.3,1670306.6,208662.4
1986-08-20,1463833.2,288754.0,159236.3,,,129517.6,,,1175079.2,372333.3,358733.6,,,,,,,,,288566.4,,,,,155446.0,,,23712.4,180867.3,,24439.8,114992.3,1885325.5,1418297.4,216231.4,1202066.0,263098.1,,40510.5,1685446.7,199878.8
1986-08-27,1469255.3,291819.3,160427.2,,,131392.0,,,1177436.0,373003.9,359513.4,,,,,,,,,290212.3,,,,,154706.4,,,23834.5,186240.1,,24237.4,114763.4,1888819.1,1418372.8,217047.1,1201325.6,265303.7,,41493.8,1689028.8,199790.2
1986-09-03,1483127.6,299953.6,165221.3,,,134732.3,,,1183174.0,374174.3,359618.6,,,,,,,,,290205.5,,,,,159175.6,,,24022.0,204628.7,,24089.8,120674.3,1942015.7,1455410.3,217877.2,1237533.1,275233.5,,34824.0,1727519.8,214495.9
1986-09-10,1476033.5,297694.3,163138.2,,,134556.1,,,1178339.2,372528.8,360753.3,,,,,,,,,291268.5,,,,,153788.7,,,24118.0,188172.8,,24532.3,116734.3,1914219.7,1433108.4,217195.3,1215913.1,275023.2,,43269.8,1714027.6,200192.1
1986-09-17,1482717.1,297861.2,163225.0,,,134636.2,,,1184855.9,373611.9,362414.1,,,,,,,,,292035.7,,,,,156794.3,,,24135.6,187076.6,,24535.1,119413.6,1914850.7,1431031.1,216786.7,1214244.5,279940.1,,50890.3,1724526.7,190324.0
1986-09-24,1476034.8,294528.0,160481.0,,,134047.0,,,1181506.8,371699.8,362668.0,,,,,,,,,292455.6,,,,,154683.4,,,24093.0,177966.5,,26370.3,116536.1,1888857.7,1414011.2,216384.9,1197626.3,274924.1,,58321.1,1709940.7,178917.0
1986-10-01,1487195.1,296246.9,162245.8,,,134001.1,,,1190948.2,375064.3,364597.9,,,,,,,,,292807.8,,,,,158478.1,,,24072.7,199579.9,,26551.3,122854.2,1942354.8,1459468.1,217188.3,1242279.8,279234.5,,63931.0,1761684.3,180670.5
1986-10-08,1479411.1,295724.8,162918.5,,,132806.4,,,1183686.3,373102.7,364443.0,,,,,,,,,292144.6,,,,,153995.9,,,24171.3,184438.2,,25029.2,118794.9,1917654.3,1436055.6,216152.5,1219903.1,279690.0,,52430.9,1727498.3,190156.0
